,year_film,year_ceremony,ceremony,name,film,winner,category2
6798,1989,1990,62,Jessica Tandy,Driving Miss Daisy,True,ACTRESS
6799,1989,1990,62,Brenda Fricker,My Left Foot,True,ACTRESS SUPPORTING
6806,1989,1990,62,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,True,ETC
6813,1989,1990,62,Freddie Francis,Glory,True,CINEMATOGRAPHY
6817,1989,1990,62,Phyllis Dalton,Henry V,True,ETC
6819,1989,1990,62,Oliver Stone,Born on the Fourth of July,True,DIRECTING
6825,1989,1990,62,"Robert Epstein and Bill Couturié, Producers",Common Threads: Stories from the Quilt,True,ETC
6830,1989,1990,62,"Charles Guggenheim, Producer",The Johnstown Flood,True,ETC
6838,1989,1990,62,Italy,Cinema Paradiso,True,ETC
6844,1989,1990,62,"Manlio Rocchetti, Lynn Barber, Kevin Haney",Driving Miss Daisy,True,ETC
6849,1989,1990,62,Alan Menken,The Little Mermaid,True,ETC
6854,1989,1990,62,Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,True,ETC
6857,1989,1990,62,"Richard D. Zanuck and Lili Fini Zanuck, Producers",Driving Miss Daisy,True,BEST PICTURE
6860,1989,1990,62,"Christoph Lauenstein, Wolfgang Lauenstein",Balance,True,ETC
6865,1989,1990,62,James Hendrie,Work Experience,True,ETC
6869,1989,1990,62,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",Glory,True,ETC
6872,1989,1990,62,"Ben Burtt, Richard Hymns",Indiana Jones and the Last Crusade,True,ETC
6874,1989,1990,62,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",The Abyss,True,ETC
6878,1989,1990,62,Alfred Uhry,Driving Miss Daisy,True,WRITING
6883,1989,1990,62,Tom Schulman,Dead Poets Society,True,WRITING
6893,1990,1991,63,Jeremy Irons,Reversal of Fortune,True,ACTOR
6898,1990,1991,63,Joe Pesci,Good Fellas,True,ACTOR SUPPORTING
6899,1990,1991,63,Kathy Bates,Misery,True,ACTRESS
6906,1990,1991,63,Whoopi Goldberg,Ghost,True,ACTRESS SUPPORTING
6911,1990,1991,63,Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson,Dick Tracy,True,ETC
6915,1990,1991,63,Dean Semler,Dances With Wolves,True,CINEMATOGRAPHY
6920,1990,1991,63,Franca Squarciapino,Cyrano de Bergerac,True,ETC
6924,1990,1991,63,Kevin Costner,Dances With Wolves,True,DIRECTING
6929,1990,1991,63,"Barbara Kopple and Arthur Cohn, Producers",American Dream,True,ETC
6936,1990,1991,63,"Steven Okazaki, Producer",Days of Waiting,True,ETC
6945,1990,1991,63,Switzerland,Journey of Hope,True,ETC
6950,1990,1991,63,"John Caglione, Jr., Doug Drexler",Dick Tracy,True,ETC
6953,1990,1991,63,John Barry,Dances With Wolves,True,ETC
6961,1990,1991,63,Music and Lyric by Stephen Sondheim,Dick Tracy,True,ETC
6963,1990,1991,63,"Jim Wilson and Kevin Costner, Producers",Dances With Wolves,True,BEST PICTURE
6967,1990,1991,63,Nick Park,Creature Comforts,True,ETC
6972,1990,1991,63,Adam Davidson,The Lunch Date,True,ETC
6975,1990,1991,63,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",Dances With Wolves,True,ETC
6981,1990,1991,63,"Cecelia Hall, George Watters II",The Hunt for Red October,True,ETC
6984,1990,1991,63,Michael Blake,Dances With Wolves,True,WRITING
6990,1990,1991,63,Bruce Joel Rubin,Ghost,True,WRITING
6993,1990,1991,63,"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",Total Recall,True,ETC
6999,1991,1992,64,Anthony Hopkins,The Silence of the Lambs,True,ACTOR
7006,1991,1992,64,Jack Palance,City Slickers,True,ACTOR SUPPORTING
7009,1991,1992,64,Jodie Foster,The Silence of the Lambs,True,ACTRESS
7015,1991,1992,64,Mercedes Ruehl,The Fisher King,True,ACTRESS SUPPORTING
7018,1991,1992,64,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,Bugsy,True,ETC
7023,1991,1992,64,Robert Richardson,JFK,True,CINEMATOGRAPHY
7029,1991,1992,64,Albert Wolsky,Bugsy,True,ETC
7035,1991,1992,64,Jonathan Demme,The Silence of the Lambs,True,DIRECTING
7039,1991,1992,64,"Allie Light and Irving Saraf, Producers",In the Shadow of the Stars,True,ETC
7043,1991,1992,64,"Debra Chasnoff, Producer","Deadly Deception: General Electric, Nuclear Weapons and Our Environment",True,ETC
7054,1991,1992,64,Italy,Mediterraneo,True,ETC
7059,1991,1992,64,"Stan Winston, Jeff Dawn",Terminator 2: Judgment Day,True,ETC
7060,1991,1992,64,Alan Menken,Beauty and the Beast,True,ETC
7067,1991,1992,64,Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,True,ETC
7074,1991,1992,64,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",The Silence of the Lambs,True,BEST PICTURE
7076,1991,1992,64,Daniel Greaves,Manipulation,True,ETC
7080,1991,1992,64,"Seth Winston, Rob Fried",Session Man,True,ETC
7085,1991,1992,64,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",Terminator 2: Judgment Day,True,ETC
7088,1991,1992,64,"Gary Rydstrom, Gloria S. Borders",Terminator 2: Judgment Day,True,ETC
7091,1991,1992,64,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",Terminator 2: Judgment Day,True,ETC
7096,1991,1992,64,Ted Tally,The Silence of the Lambs,True,WRITING
7101,1991,1992,64,Callie Khouri,Thelma & Louise,True,WRITING
7106,1992,1993,65,Al Pacino,Scent of a Woman,True,ACTOR
7110,1992,1993,65,Gene Hackman,Unforgiven,True,ACTOR SUPPORTING
7118,1992,1993,65,Emma Thompson,Howards End,True,ACTRESS
7123,1992,1993,65,Marisa Tomei,My Cousin Vinny,True,ACTRESS SUPPORTING
7126,1992,1993,65,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,Howards End,True,ETC
7132,1992,1993,65,Philippe Rousselot,A River Runs through It,True,CINEMATOGRAPHY
7134,1992,1993,65,Eiko Ishioka,Bram Stoker's Dracula,True,ETC
7143,1992,1993,65,Clint Eastwood,Unforgiven,True,DIRECTING
7148,1992,1993,65,"Barbara Trent and David Kasper, Producers",The Panama Deception,True,ETC
7152,1992,1993,65,"Thomas C. Goodwin and Gerardine Wurzburg, Producers",Educating Peter,True,ETC
7161,1992,1993,65,France,Indochine,True,ETC
7165,1992,1993,65,"Greg Cannom, Michèle Burke, Matthew W. Mungle",Bram Stoker's Dracula,True,ETC
7167,1992,1993,65,Alan Menken,Aladdin,True,ETC
7176,1992,1993,65,Music by Alan Menken; Lyric by Tim Rice,Aladdin,True,ETC
7181,1992,1993,65,"Clint Eastwood, Producer",Unforgiven,True,BEST PICTURE
7183,1992,1993,65,Joan C. Gratz,Mona Lisa Descending a Staircase,True,ETC
7190,1992,1993,65,Sam Karmann,Omnibus,True,ETC
7194,1992,1993,65,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",The Last of the Mohicans,True,ETC
7198,1992,1993,65,"Tom C. McCarthy, David E. Stone",Bram Stoker's Dracula,True,ETC
7202,1992,1993,65,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",Death Becomes Her,True,ETC
7204,1992,1993,65,Ruth Prawer Jhabvala,Howards End,True,WRITING
7208,1992,1993,65,Neil Jordan,The Crying Game,True,WRITING
7218,1993,1994,66,Tom Hanks,Philadelphia,True,ACTOR
7223,1993,1994,66,Tommy Lee Jones,The Fugitive,True,ACTOR SUPPORTING
7228,1993,1994,66,Holly Hunter,The Piano,True,ACTRESS
7232,1993,1994,66,Anna Paquin,The Piano,True,ACTRESS SUPPORTING
7240,1993,1994,66,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,True,ETC
7244,1993,1994,66,Janusz Kaminski,Schindler's List,True,CINEMATOGRAPHY
7246,1993,1994,66,Gabriella Pescucci,The Age of Innocence,True,ETC
7254,1993,1994,66,Steven Spielberg,Schindler's List,True,DIRECTING
7259,1993,1994,66,"Susan Raymond, Alan Raymond",I Am a Promise: The Children of Stanton Elementary School,True,ETC
7263,1993,1994,66,"Margaret Lazarus, Renner Wunderlich",Defending Our Lives,True,ETC
7269,1993,1994,66,Spain,Belle Epoque,True,ETC
7274,1993,1994,66,"Greg Cannom, Ve Neill, Yolanda Toussieng",Mrs. Doubtfire,True,ETC
7281,1993,1994,66,John Williams,Schindler's List,True,ETC
7285,1993,1994,66,Music and Lyric by Bruce Springsteen,Philadelphia,True,ETC
7291,1993,1994,66,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,True,BEST PICTURE
7296,1993,1994,66,Nick Park,The Wrong Trousers,True,ETC
7297,1993,1994,66,Pepe Danquart,Black Rider (Schwarzfahrer),True,ETC
7305,1993,1994,66,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",Jurassic Park,True,ETC
7309,1993,1994,66,"Gary Rydstrom, Richard Hymns",Jurassic Park,True,ETC
7311,1993,1994,66,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",Jurassic Park,True,ETC
7316,1993,1994,66,Steven Zaillian,Schindler's List,True,WRITING
7321,1993,1994,66,Jane Campion,The Piano,True,WRITING
7326,1994,1995,67,Tom Hanks,Forrest Gump,True,ACTOR
7331,1994,1995,67,Martin Landau,Ed Wood,True,ACTOR SUPPORTING
7336,1994,1995,67,Jessica Lange,Blue Sky,True,ACTRESS
7344,1994,1995,67,Dianne Wiest,Bullets over Broadway,True,ACTRESS SUPPORTING
7349,1994,1995,67,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott,The Madness of King George,True,ETC
7351,1994,1995,67,John Toll,Legends of the Fall,True,CINEMATOGRAPHY
7355,1994,1995,67,"Lizzy Gardiner, Tim Chappel","The Adventures of Priscilla, Queen of the Desert",True,ETC
7361,1994,1995,67,Robert Zemeckis,Forrest Gump,True,DIRECTING
7369,1994,1995,67,"Freida Lee Mock, Terry Sanders",Maya Lin: A Strong Clear Vision,True,ETC
7374,1994,1995,67,Charles Guggenheim,A Time for Justice,True,ETC
7381,1994,1995,67,Russia,Burnt by the Sun,True,ETC
7385,1994,1995,67,"Rick Baker, Ve Neill, Yolanda Toussieng",Ed Wood,True,ETC
7390,1994,1995,67,Hans Zimmer,The Lion King,True,ETC
7393,1994,1995,67,Music by Elton John; Lyric by Tim Rice,The Lion King,True,ETC
7398,1994,1995,67,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",Forrest Gump,True,BEST PICTURE
7404,1994,1995,67,"Alison Snowden, David Fine",Bob's Birthday,True,ETC
7408,1994,1995,67,"Peter Capaldi, Ruth Kenley-Letts",Franz Kafka's It's a Wonderful Life,True,ETC
7412,1994,1995,67,"Peggy Rajski, Randy Stone",Trevor,True,ETC
7417,1994,1995,67,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",Speed,True,ETC
7420,1994,1995,67,Stephen Hunter Flick,Speed,True,ETC
7421,1994,1995,67,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",Forrest Gump,True,ETC
7424,1994,1995,67,Eric Roth,Forrest Gump,True,WRITING
7432,1994,1995,67,Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,Pulp Fiction,True,WRITING
7437,1995,1996,68,Nicolas Cage,Leaving Las Vegas,True,ACTOR
7446,1995,1996,68,Kevin Spacey,The Usual Suspects,True,ACTOR SUPPORTING
7447,1995,1996,68,Susan Sarandon,Dead Man Walking,True,ACTRESS
7454,1995,1996,68,Mira Sorvino,Mighty Aphrodite,True,ACTRESS SUPPORTING
7460,1995,1996,68,Eugenio Zanetti,Restoration,True,ETC
7463,1995,1996,68,John Toll,Braveheart,True,CINEMATOGRAPHY
7468,1995,1996,68,James Acheson,Restoration,True,ETC
7473,1995,1996,68,Mel Gibson,Braveheart,True,DIRECTING
7477,1995,1996,68,Jon Blair,Anne Frank Remembered,True,ETC
7485,1995,1996,68,Kary Antholis,One Survivor Remembers,True,ETC
7493,1995,1996,68,The Netherlands,Antonia's Line,True,ETC
7497,1995,1996,68,"Peter Frampton, Paul Pattison, Lois Burwell",Braveheart,True,ETC
7503,1995,1996,68,Luis Enrique Bacalov,The Postman (Il Postino),True,ETC
7506,1995,1996,68,Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,Pocahontas,True,ETC
7510,1995,1996,68,Music by Alan Menken; Lyric by Stephen Schwartz,Pocahontas,True,ETC
7517,1995,1996,68,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",Braveheart,True,BEST PICTURE
7521,1995,1996,68,Nick Park,A Close Shave,True,ETC
7527,1995,1996,68,"Christine Lahti, Jana Sue Memel",Lieberman in Love,True,ETC
7530,1995,1996,68,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",Apollo 13,True,ETC
7536,1995,1996,68,"Lon Bender, Per Hallberg",Braveheart,True,ETC
7539,1995,1996,68,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",Babe,True,ETC
7544,1995,1996,68,Emma Thompson,Sense and Sensibility,True,WRITING
7549,1995,1996,68,Christopher McQuarrie,The Usual Suspects,True,WRITING
7556,1996,1997,69,Geoffrey Rush,Shine,True,ACTOR
7558,1996,1997,69,"Cuba Gooding, Jr.",Jerry Maguire,True,ACTOR SUPPORTING
7565,1996,1997,69,Frances McDormand,Fargo,True,ACTRESS
7570,1996,1997,69,Juliette Binoche,The English Patient,True,ACTRESS SUPPORTING
7574,1996,1997,69,Art Direction:  Stuart Craig;  Set Decoration:  Stephenie McMillan,The English Patient,True,ETC
7578,1996,1997,69,John Seale,The English Patient,True,CINEMATOGRAPHY
7585,1996,1997,69,Ann Roth,The English Patient,True,ETC
7588,1996,1997,69,Anthony Minghella,The English Patient,True,DIRECTING
7597,1996,1997,69,"Leon Gast, David Sonenberg",When We Were Kings,True,ETC
7598,1996,1997,69,Jessica Yu,Breathing Lessons: The Life and Work of Mark O'Brien,True,ETC
7609,1996,1997,69,Czech Republic,Kolya,True,ETC
7614,1996,1997,69,"Rick Baker, David LeRoy Anderson",The Nutty Professor,True,ETC
7616,1996,1997,69,Gabriel Yared,The English Patient,True,ETC
7621,1996,1997,69,Rachel Portman,Emma,True,ETC
7630,1996,1997,69,Music by Andrew Lloyd Webber; Lyric by Tim Rice,Evita,True,ETC
7631,1996,1997,69,"Saul Zaentz, Producer",The English Patient,True,BEST PICTURE
7638,1996,1997,69,"Tyron Montgomery, Thomas Stellmach",Quest,True,ETC
7641,1996,1997,69,"David Frankel, Barry Jossen",Dear Diary,True,ETC
7645,1996,1997,69,"Walter Murch, Mark Berger, David Parker, Chris Newman",The English Patient,True,ETC
7652,1996,1997,69,Bruce Stambler,The Ghost and the Darkness,True,ETC
7654,1996,1997,69,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",Independence Day,True,ETC
7659,1996,1997,69,Billy Bob Thornton,Sling Blade,True,WRITING
7661,1996,1997,69,"Ethan Coen, Joel Coen",Fargo,True,WRITING
7672,1997,1998,70,Jack Nicholson,As Good as It Gets,True,ACTOR
7677,1997,1998,70,Robin Williams,Good Will Hunting,True,ACTOR SUPPORTING
7681,1997,1998,70,Helen Hunt,As Good as It Gets,True,ACTRESS
7683,1997,1998,70,Kim Basinger,L.A. Confidential,True,ACTRESS SUPPORTING
7692,1997,1998,70,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,Titanic,True,ETC
7696,1997,1998,70,Russell Carpenter,Titanic,True,CINEMATOGRAPHY
7701,1997,1998,70,Deborah L. Scott,Titanic,True,ETC
7707,1997,1998,70,James Cameron,Titanic,True,DIRECTING
7711,1997,1998,70,"Rabbi Marvin Hier, Richard Trank",The Long Way Home,True,ETC
7717,1997,1998,70,"Donna Dewey, Carol Pasternak",A Story of Healing,True,ETC
7724,1997,1998,70,The Netherlands,Character,True,ETC
7728,1997,1998,70,"Rick Baker, David LeRoy Anderson",Men in Black,True,ETC
7735,1997,1998,70,James Horner,Titanic,True,ETC
7738,1997,1998,70,Anne Dudley,The Full Monty,True,ETC
7745,1997,1998,70,Music by James Horner; Lyric by Will Jennings,Titanic,True,ETC
7750,1997,1998,70,"James Cameron and Jon Landau, Producers",Titanic,True,BEST PICTURE
7752,1997,1998,70,Jan Pinkava,Geri's Game,True,ETC
7759,1997,1998,70,"Chris Tashima, Chris Donahue",Visas and Virtue,True,ETC
7765,1997,1998,70,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",Titanic,True,ETC
7768,1997,1998,70,"Tom Bellfort, Christopher Boyes",Titanic,True,ETC
7771,1997,1998,70,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",Titanic,True,ETC
7773,1997,1998,70,"Brian Helgeland, Curtis Hanson",L.A. Confidential,True,WRITING
7781,1997,1998,70,"Ben Affleck, Matt Damon",Good Will Hunting,True,WRITING
7783,1998,1999,71,Roberto Benigni,Life Is Beautiful,True,ACTOR
7788,1998,1999,71,James Coburn,Affliction,True,ACTOR SUPPORTING
7795,1998,1999,71,Gwyneth Paltrow,Shakespeare in Love,True,ACTRESS
7800,1998,1999,71,Judi Dench,Shakespeare in Love,True,ACTRESS SUPPORTING
7806,1998,1999,71,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Shakespeare in Love,True,ETC
7810,1998,1999,71,Janusz Kaminski,Saving Private Ryan,True,CINEMATOGRAPHY
7816,1998,1999,71,Sandy Powell,Shakespeare in Love,True,ETC
7819,1998,1999,71,Steven Spielberg,Saving Private Ryan,True,DIRECTING
7825,1998,1999,71,"James Moll, Ken Lipper",The Last Days,True,ETC
7828,1998,1999,71,Keiko Ibi,The Personals: Improvisations on Romance in the Golden Years,True,ETC
7839,1998,1999,71,Italy,Life Is Beautiful,True,ETC
7841,1998,1999,71,Jenny Shircore,Elizabeth,True,ETC
7845,1998,1999,71,Nicola Piovani,Life Is Beautiful,True,ETC
7853,1998,1999,71,Stephen Warbeck,Shakespeare in Love,True,ETC
7858,1998,1999,71,Music and Lyric by Stephen Schwartz,The Prince of Egypt,True,ETC
7862,1998,1999,71,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",Shakespeare in Love,True,BEST PICTURE
7864,1998,1999,71,Chris Wedge,Bunny,True,ETC
7870,1998,1999,71,"Kim Magnusson, Anders Thomas Jensen",Election Night (Valgaften),True,ETC
7876,1998,1999,71,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",Saving Private Ryan,True,ETC
7881,1998,1999,71,"Gary Rydstrom, Richard Hymns",Saving Private Ryan,True,ETC
7884,1998,1999,71,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",What Dreams May Come,True,ETC
7885,1998,1999,71,Bill Condon,Gods and Monsters,True,WRITING
7893,1998,1999,71,"Marc Norman, Tom Stoppard",Shakespeare in Love,True,WRITING
7900,1999,2000,72,Kevin Spacey,American Beauty,True,ACTOR
7902,1999,2000,72,Michael Caine,The Cider House Rules,True,ACTOR SUPPORTING
7911,1999,2000,72,Hilary Swank,Boys Don't Cry,True,ACTRESS
7913,1999,2000,72,Angelina Jolie,"Girl, Interrupted",True,ACTRESS SUPPORTING
7919,1999,2000,72,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,Sleepy Hollow,True,ETC
7922,1999,2000,72,Conrad L. Hall,American Beauty,True,CINEMATOGRAPHY
7931,1999,2000,72,Lindy Hemming,Topsy-Turvy,True,ETC
7932,1999,2000,72,Sam Mendes,American Beauty,True,DIRECTING
7940,1999,2000,72,"Arthur Cohn, Kevin Macdonald",One Day in September,True,ETC
7943,1999,2000,72,"Susan Hannah Hadary, William A. Whiteford",King Gimp,True,ETC
7950,1999,2000,72,Spain,All about My Mother,True,ETC
7958,1999,2000,72,"Christine Blundell, Trefor Proud",Topsy-Turvy,True,ETC
7962,1999,2000,72,John Corigliano,The Red Violin,True,ETC
7968,1999,2000,72,Music and Lyric by Phil Collins,Tarzan,True,ETC
7969,1999,2000,72,"Bruce Cohen and Dan Jinks, Producers",American Beauty,True,BEST PICTURE
7976,1999,2000,72,Alexander Petrov,The Old Man and the Sea,True,ETC
7983,1999,2000,72,"Barbara Schock, Tammy Tiehel",My Mother Dreams the Satan's Disciples in New York,True,ETC
7986,1999,2000,72,"John Reitz, Gregg Rudloff, David Campbell, David Lee",The Matrix,True,ETC
7990,1999,2000,72,Dane A. Davis,The Matrix,True,ETC
7992,1999,2000,72,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",The Matrix,True,ETC
7995,1999,2000,72,John Irving,The Cider House Rules,True,WRITING
8000,1999,2000,72,Alan Ball,American Beauty,True,WRITING
8008,2000,2001,73,Russell Crowe,Gladiator,True,ACTOR
8014,2000,2001,73,Benicio Del Toro,Traffic,True,ACTOR SUPPORTING
8021,2000,2001,73,Julia Roberts,Erin Brockovich,True,ACTRESS
8023,2000,2001,73,Marcia Gay Harden,Pollock,True,ACTRESS SUPPORTING
8027,2000,2001,73,Tim Yip,"Crouching Tiger, Hidden Dragon",True,ETC
8032,2000,2001,73,Peter Pau,"Crouching Tiger, Hidden Dragon",True,CINEMATOGRAPHY
8039,2000,2001,73,Janty Yates,Gladiator,True,ETC
8046,2000,2001,73,Steven Soderbergh,Traffic,True,DIRECTING
8047,2000,2001,73,"Mark Jonathan Harris, Deborah Oppenheimer",Into the Arms of Strangers: Stories of the Kindertransport,True,ETC
8052,2000,2001,73,Tracy Seretean,Big Mama,True,ETC
8063,2000,2001,73,Taiwan,"Crouching Tiger, Hidden Dragon",True,ETC
8068,2000,2001,73,"Rick Baker, Gail Ryan",Dr. Seuss' How the Grinch Stole Christmas,True,ETC
8071,2000,2001,73,Tan Dun,"Crouching Tiger, Hidden Dragon",True,ETC
8079,2000,2001,73,Music and Lyric by Bob Dylan,Wonder Boys,True,ETC
8083,2000,2001,73,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Gladiator,True,BEST PICTURE
8085,2000,2001,73,Michael Dudok de Wit,Father and Daughter,True,ETC
8090,2000,2001,73,Florian Gallenberger,Quiero Ser (I want to be...),True,ETC
8094,2000,2001,73,"Scott Millan, Bob Beemer, Ken Weston",Gladiator,True,ETC
8099,2000,2001,73,Jon Johnson,U-571,True,ETC
8100,2000,2001,73,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",Gladiator,True,ETC
8106,2000,2001,73,Screenplay by Stephen Gaghan,Traffic,True,WRITING
8108,2000,2001,73,Written by Cameron Crowe,Almost Famous,True,WRITING
8119,2001,2002,74,Denzel Washington,Training Day,True,ACTOR
8121,2001,2002,74,Jim Broadbent,Iris,True,ACTOR SUPPORTING
8126,2001,2002,74,Halle Berry,Monster's Ball,True,ACTRESS
8131,2001,2002,74,Jennifer Connelly,A Beautiful Mind,True,ACTRESS SUPPORTING
8138,2001,2002,74,Aron Warner,Shrek,True,ETC
8143,2001,2002,74,Art Direction:  Catherine Martin; Set Decoration:  Brigitte Broch,Moulin Rouge,True,ETC
8146,2001,2002,74,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,True,CINEMATOGRAPHY
8153,2001,2002,74,"Catherine Martin, Angus Strathie",Moulin Rouge,True,ETC
8154,2001,2002,74,Ron Howard,A Beautiful Mind,True,DIRECTING
8161,2001,2002,74,"Jean-Xavier de Lestrade, Denis Poncet",Murder on a Sunday Morning,True,ETC
8166,2001,2002,74,"Sarah Kernochan, Lynn Appelle",Thoth,True,ETC
8175,2001,2002,74,Bosnia & Herzegovina,No Man's Land,True,ETC
8178,2001,2002,74,"Peter Owen, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,True,ETC
8183,2001,2002,74,Howard Shore,The Lord of the Rings: The Fellowship of the Ring,True,ETC
8185,2001,2002,74,Music and Lyric by Randy Newman,"Monsters, Inc.",True,ETC
8190,2001,2002,74,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,True,BEST PICTURE
8196,2001,2002,74,Ralph Eggleston,For the Birds,True,ETC
8200,2001,2002,74,"Ray McKinnon, Lisa Blount",the accountant,True,ETC
8206,2001,2002,74,"Michael Minkler, Myron Nettinga, Chris Munro",Black Hawk Down,True,ETC
8211,2001,2002,74,"George Watters II, Christopher Boyes",Pearl Harbor,True,ETC
8213,2001,2002,74,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson",The Lord of the Rings: The Fellowship of the Ring,True,ETC
8215,2001,2002,74,Written by Akiva Goldsman,A Beautiful Mind,True,WRITING
8221,2001,2002,74,Written by Julian Fellowes,Gosford Park,True,WRITING
8228,2002,2003,75,Adrien Brody,The Pianist,True,ACTOR
8233,2002,2003,75,Chris Cooper,Adaptation,True,ACTOR SUPPORTING
8239,2002,2003,75,Nicole Kidman,The Hours,True,ACTRESS
8247,2002,2003,75,Catherine Zeta-Jones,Chicago,True,ACTRESS SUPPORTING
8251,2002,2003,75,Hayao Miyazaki,Spirited Away,True,ETC
8253,2002,2003,75,Art Direction:  John Myhre; Set Decoration:  Gordon Sim,Chicago,True,ETC
8262,2002,2003,75,Conrad L. Hall,Road to Perdition,True,CINEMATOGRAPHY
8263,2002,2003,75,Colleen Atwood,Chicago,True,ETC
8271,2002,2003,75,Roman Polanski,The Pianist,True,DIRECTING
8273,2002,2003,75,"Michael Moore, Michael Donovan",Bowling for Columbine,True,ETC
8280,2002,2003,75,"Bill Guttentag, Robert David Port",Twin Towers,True,ETC
8290,2002,2003,75,Germany,Nowhere in Africa,True,ETC
8292,2002,2003,75,"John Jackson, Beatrice De Alba",Frida,True,ETC
8296,2002,2003,75,Elliot Goldenthal,Frida,True,ETC
8303,2002,2003,75,"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",8 Mile,True,ETC
8304,2002,2003,75,"Martin Richards, Producer",Chicago,True,BEST PICTURE
8310,2002,2003,75,Eric Armstrong,The ChubbChubbs!,True,ETC
8318,2002,2003,75,"Martin Strange-Hansen, Mie Andreasen",This Charming Man (Der Er En Yndig Mand),True,ETC
8319,2002,2003,75,"Michael Minkler, Dominick Tavella, David Lee",Chicago,True,ETC
8324,2002,2003,75,"Ethan Van der Ryn, Michael Hopkins",The Lord of the Rings: The Two Towers,True,ETC
8327,2002,2003,75,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",The Lord of the Rings: The Two Towers,True,ETC
8334,2002,2003,75,Screenplay by Ronald Harwood,The Pianist,True,WRITING
8338,2002,2003,75,Written by Pedro Almodóvar,Talk to Her,True,WRITING
8345,2003,2004,76,Sean Penn,Mystic River,True,ACTOR
8349,2003,2004,76,Tim Robbins,Mystic River,True,ACTOR SUPPORTING
8354,2003,2004,76,Charlize Theron,Monster,True,ACTRESS
8360,2003,2004,76,Renée Zellweger,Cold Mountain,True,ACTRESS SUPPORTING
8362,2003,2004,76,Andrew Stanton,Finding Nemo,True,ETC
8366,2003,2004,76,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,The Lord of the Rings: The Return of the King,True,ETC
8372,2003,2004,76,Russell Boyd,Master and Commander: The Far Side of the World,True,CINEMATOGRAPHY
8376,2003,2004,76,Ngila Dickson and Richard Taylor,The Lord of the Rings: The Return of the King,True,ETC
8380,2003,2004,76,Peter Jackson,The Lord of the Rings: The Return of the King,True,DIRECTING
8386,2003,2004,76,Errol Morris and Michael Williams,The Fog of War,True,ETC
8390,2003,2004,76,Maryann DeLeo,Chernobyl Heart,True,ETC
8397,2003,2004,76,Canada,The Barbarian Invasions,True,ETC
8402,2003,2004,76,Richard Taylor and Peter King,The Lord of the Rings: The Return of the King,True,ETC
